feature	depth	Nsites	totalNsites	propsites
genome	641	194	1108645000	1.74988e-07
genome	642	182	1108645000	1.64164e-07
genome	643	222	1108645000	2.00244e-07
genome	644	187	1108645000	1.68674e-07
genome	645	223	1108645000	2.01146e-07
genome	646	228	1108645000	2.05656e-07
genome	647	202	1108645000	1.82204e-07
genome	648	222	1108645000	2.00244e-07
genome	649	214	1108645000	1.93028e-07
genome	650	206	1108645000	1.85812e-07
genome	651	221	1108645000	1.99342e-07
genome	652	231	1108645000	2.08362e-07
genome	653	200	1108645000	1.804e-07
genome	654	185	1108645000	1.6687e-07
genome	655	213	1108645000	1.92126e-07
genome	656	229	1108645000	2.06558e-07
genome	657	177	1108645000	1.59654e-07
genome	658	192	1108645000	1.73184e-07
genome	659	212	1108645000	1.91224e-07
genome	660	217	1108645000	1.95734e-07
genome	661	211	1108645000	1.90322e-07
genome	662	160	1108645000	1.4432e-07
genome	663	184	1108645000	1.65968e-07
genome	664	194	1108645000	1.74988e-07
genome	665	211	1108645000	1.90322e-07
genome	666	188	1108645000	1.69576e-07
genome	667	161	1108645000	1.45222e-07
genome	668	180	1108645000	1.6236e-07
genome	669	160	1108645000	1.4432e-07
genome	670	204	1108645000	1.84008e-07
genome	671	177	1108645000	1.59654e-07
genome	672	193	1108645000	1.74086e-07
genome	673	189	1108645000	1.70478e-07
genome	674	194	1108645000	1.74988e-07
genome	675	205	1108645000	1.8491e-07
genome	676	206	1108645000	1.85812e-07
genome	677	204	1108645000	1.84008e-07
genome	678	206	1108645000	1.85812e-07
genome	679	233	1108645000	2.10166e-07
